onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	SS_delay	stop_acc	adaptive_acc	new_trial_type
20623.429361999995	1266.570638	n/a	371	71	2750	1266.570638	stim	stop-signal	12	86713	0.0-7.2-1.2	beast_fmri_test	310	84543,/,85222,/,85902,/,86583,/,87262,/,87942,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	2250.0	2.0	2.0	stop	target	P	71,Green Button	89,Yellow Button	500.0	500.0	2250.0	0.0	0.0	500.0	0.0	1.0	ITI
23661	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	13	88484	0.0-7.3-0.3	beast_fmri_test	310	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
23262.387339199995	2750.0	n/a	640	71	2750	400.6126608	stim	stop-signal	14	91236	0.0-7.3-1.3	beast_fmri_test	310	88622,/,89302,/,89982,/,90662,/,91343,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2300.0	2.0	3.0	go	target	B	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	0.0	1.0	450.0	n/a	1.0	go_stim
26012.387339199995	400.6126608	n/a	640	71	2750	400.6126608	stim	stop-signal	14	91236	0.0-7.3-1.3	beast_fmri_test	310	88622,/,89302,/,89982,/,90662,/,91343,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2300.0	2.0	3.0	go	target	B	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	0.0	1.0	450.0	n/a	1.0	ITI
27316	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	15	92139	0.0-7.4-0.4	beast_fmri_test	310	92022,/	t	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
25356.079991000006	2750.0	n/a	560	89	2750	1960.920009	stim	stop-signal	16	94890	0.0-7.4-1.4	beast_fmri_test	310	92702,/,93382,/,94062,/,94742,/,95422,/,96102,/,96782,/	t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2250.0	2.0	4.0	go	non-target	T	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	2250.0	1.0	500.0	n/a	1.0	go_stim
28106.079991000006	1960.920009	n/a	560	89	2750	1960.920009	stim	stop-signal	16	94890	0.0-7.4-1.4	beast_fmri_test	310	92702,/,93382,/,94062,/,94742,/,95422,/,96102,/,96782,/	t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2250.0	2.0	4.0	go	non-target	T	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	2250.0	1.0	500.0	n/a	1.0	ITI
32530	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	17	97353	0.0-7.5-0.5	beast_fmri_test	310	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
29070.497805999999	2750.0	n/a	575	71	2750	3460.502194	stim	stop-signal	18	100104	0.0-7.5-1.5	beast_fmri_test	310	97463,/,98142,/,98822,/,99502,/,100181,/,100862,/,101544,/,102223,/,102903,/	t,t,t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2300.0	2.0	5.0	go	target	B	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	2250.0	1.0	450.0	n/a	1.0	go_stim
31820.497805999999	3460.502194	n/a	575	71	2750	3460.502194	stim	stop-signal	18	100104	0.0-7.5-1.5	beast_fmri_test	310	97463,/,98142,/,98822,/,99502,/,100181,/,100862,/,101544,/,102223,/,102903,/	t,t,t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2300.0	2.0	5.0	go	target	B	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	2250.0	1.0	450.0	n/a	1.0	ITI
39244	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	19	104067	0.0-7.6-0.6	beast_fmri_test	310	103582,/	t	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
38995.811284299998	2750.0	n/a	727	89	2750	250.1887157	stim	stop-signal	20	106819	0.0-7.6-1.6	beast_fmri_test	310	104263,/,104943,/,105623,/,106303,/,106983,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2250.0	2.0	6.0	go	non-target	V	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	2250.0	1.0	500.0	n/a	1.0	go_stim
41745.811284299998	250.1887157	n/a	727	89	2750	250.1887157	stim	stop-signal	20	106819	0.0-7.6-1.6	beast_fmri_test	310	104263,/,104943,/,105623,/,106303,/,106983,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2250.0	2.0	6.0	go	non-target	V	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	2250.0	1.0	500.0	n/a	1.0	ITI
42750	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	21	107573	0.0-7.7-0.7	beast_fmri_test	310	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
41589.866762999998	2750.0	n/a	697	89	2750	1162.133237	stim	stop-signal	22	110325	0.0-7.7-1.7	beast_fmri_test	310	107663,/,108343,/,109023,/,109703,/,110383,/,111063,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	2250.0	2.0	7.0	go	non-target	D	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	2250.0	1.0	500.0	n/a	1.0	go_stim
44339.866762999998	1162.133237	n/a	697	89	2750	1162.133237	stim	stop-signal	22	110325	0.0-7.7-1.7	beast_fmri_test	310	107663,/,108343,/,109023,/,109703,/,110383,/,111063,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	2250.0	2.0	7.0	go	non-target	D	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	2250.0	1.0	500.0	n/a	1.0	ITI
47169	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	23	111992	0.0-7.8-0.8	beast_fmri_test	310	111743,/	t	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
46852.701507999998	2750.0	n/a	779	89	2750	317.298492	stim	stop-signal	24	114743	0.0-7.8-1.8	beast_fmri_test	310	112423,/,113102,/,113782,/,114463,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2250.0	2.0	8.0	go	non-target	B	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	2250.0	1.0	500.0	n/a	1.0	go_stim
49602.701507999998	317.298492	n/a	779	89	2750	317.298492	stim	stop-signal	24	114743	0.0-7.8-1.8	beast_fmri_test	310	112423,/,113102,/,113782,/,114463,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2250.0	2.0	8.0	go	non-target	B	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	2250.0	1.0	500.0	n/a	1.0	ITI
50740	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	25	115563	0.0-7.9-0.9	beast_fmri_test	310	115142,/	t	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
49909.589230199999	500.0	n/a	-1	-1	2750	831.4107698	stim	stop-signal	26	118314	0.0-7.9-1.9	beast_fmri_test	310	115822,/,116502,/,117182,/,117862,/,118543,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	2250.0	2.0	9.0	stop	non-target	V	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	2250.0	0.0	500.0	1.0	0.0	go_stim
52159.589230199999	2250.0	n/a	-1	-1	2750	831.4107698	stim	stop-signal	26	118314	0.0-7.9-1.9	beast_fmri_test	310	115822,/,116502,/,117182,/,117862,/,118543,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	2250.0	2.0	9.0	stop	non-target	V	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	2250.0	0.0	500.0	1.0	0.0	stop_stim
52659.589230199999	831.4107698	n/a	-1	-1	2750	831.4107698	stim	stop-signal	26	118314	0.0-7.9-1.9	beast_fmri_test	310	115822,/,116502,/,117182,/,117862,/,118543,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	2250.0	2.0	9.0	stop	non-target	V	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	2250.0	0.0	500.0	1.0	0.0	ITI
54825	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	27	119648	0.0-7.10-0.10	beast_fmri_test	310	119222,/	t	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
54415.283083500006	2750.0	n/a	718	89	2750	411.7169165	stim	stop-signal	28	122400	0.0-7.10-1.10	beast_fmri_test	310	119902,/,120583,/,121262,/,121944,/,122622,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2200.0	2.0	10.0	go	non-target	T	71,Green Button	89,Yellow Button	450.0	550.0	2300.0	2200.0	1.0	550.0	n/a	1.0	go_stim
57165.283083500006	411.7169165	n/a	718	89	2750	411.7169165	stim	stop-signal	28	122400	0.0-7.10-1.10	beast_fmri_test	310	119902,/,120583,/,121262,/,121944,/,122622,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2200.0	2.0	10.0	go	non-target	T	71,Green Button	89,Yellow Button	450.0	550.0	2300.0	2200.0	1.0	550.0	n/a	1.0	ITI
58493	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	29	123316	0.0-7.11-0.11	beast_fmri_test	310	123302,/	t	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
57836.275097499994	2750.0	n/a	619	89	2750	659.7249025	stim	stop-signal	30	126069	0.0-7.11-1.11	beast_fmri_test	310	123982,/,124662,/,125342,/,126022,/,126702,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	2200.0	2.0	11.0	go	non-target	D	71,Green Button	89,Yellow Button	450.0	550.0	2300.0	2200.0	1.0	550.0	n/a	1.0	go_stim
60586.275097499994	659.7249025	n/a	619	89	2750	659.7249025	stim	stop-signal	30	126069	0.0-7.11-1.11	beast_fmri_test	310	123982,/,124662,/,125342,/,126022,/,126702,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	2200.0	2.0	11.0	go	non-target	D	71,Green Button	89,Yellow Button	450.0	550.0	2300.0	2200.0	1.0	550.0	n/a	1.0	ITI
62409	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	31	127232	0.0-7.12-0.12	beast_fmri_test	310	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
61222.382641999997	2750.0	n/a	658	89	2750	1188.617358	stim	stop-signal	32	129984	0.0-7.12-1.12	beast_fmri_test	310	127382,/,128062,/,128742,/,129422,/,130102,/,130782,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	2200.0	2.0	12.0	go	non-target	P	71,Green Button	89,Yellow Button	450.0	550.0	2300.0	2200.0	1.0	550.0	n/a	1.0	go_stim
63972.382641999997	1188.617358	n/a	658	89	2750	1188.617358	stim	stop-signal	32	129984	0.0-7.12-1.12	beast_fmri_test	310	127382,/,128062,/,128742,/,129422,/,130102,/,130782,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	2200.0	2.0	12.0	go	non-target	P	71,Green Button	89,Yellow Button	450.0	550.0	2300.0	2200.0	1.0	550.0	n/a	1.0	ITI
66852	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	33	131675	0.0-7.13-0.13	beast_fmri_test	310	131462,/	t	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
66536.841479800001	2750.0	n/a	722	89	2750	316.1585202	stim	stop-signal	34	134426	0.0-7.13-1.13	beast_fmri_test	310	132142,/,132822,/,133502,/,134182,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2200.0	2.0	13.0	go	non-target	T	71,Green Button	89,Yellow Button	450.0	550.0	2300.0	2200.0	1.0	550.0	n/a	1.0	go_stim
69286.841479800001	316.1585202	n/a	722	89	2750	316.1585202	stim	stop-signal	34	134426	0.0-7.13-1.13	beast_fmri_test	310	132142,/,132822,/,133502,/,134182,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2200.0	2.0	13.0	go	non-target	T	71,Green Button	89,Yellow Button	450.0	550.0	2300.0	2200.0	1.0	550.0	n/a	1.0	ITI
70425	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	35	135248	0.0-7.14-0.14	beast_fmri_test	310	134863,/	t	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
69732.542343400011	550.0	n/a	740	89	2750	693.4576566	stim	stop-signal	36	137999	0.0-7.14-1.14	beast_fmri_test	310	135543,/,136223,/,136903,/,137583,/,138263,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	2200.0	2.0	14.0	stop	non-target	B	71,Green Button	89,Yellow Button	450.0	550.0	2300.0	2200.0	0.0	550.0	0.0	1.0	go_stim
71932.542343400011	2200.0	n/a	740	89	2750	693.4576566	stim	stop-signal	36	137999	0.0-7.14-1.14	beast_fmri_test	310	135543,/,136223,/,136903,/,137583,/,138263,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	2200.0	2.0	14.0	stop	non-target	B	71,Green Button	89,Yellow Button	450.0	550.0	2300.0	2200.0	0.0	550.0	0.0	1.0	stop_stim
72482.542343400011	693.4576566	n/a	740	89	2750	693.4576566	stim	stop-signal	36	137999	0.0-7.14-1.14	beast_fmri_test	310	135543,/,136223,/,136903,/,137583,/,138263,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	2200.0	2.0	14.0	stop	non-target	B	71,Green Button	89,Yellow Button	450.0	550.0	2300.0	2200.0	0.0	550.0	0.0	1.0	ITI
74374	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	37	139197	0.0-7.15-0.15	beast_fmri_test	310	138943,/	t	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
74345.465224229993	500.0	n/a	-1	-1	2750	29.53477577	stim	stop-signal	38	141948	0.0-7.15-1.15	beast_fmri_test	310	139623,/,140302,/,140983,/,141663,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	2250.0	2.0	15.0	stop	non-target	B	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	2250.0	0.0	500.0	1.0	0.0	go_stim
76595.465224229993	2250.0	n/a	-1	-1	2750	29.53477577	stim	stop-signal	38	141948	0.0-7.15-1.15	beast_fmri_test	310	139623,/,140302,/,140983,/,141663,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	2250.0	2.0	15.0	stop	non-target	B	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	2250.0	0.0	500.0	1.0	0.0	stop_stim
77095.465224229993	29.53477577	n/a	-1	-1	2750	29.53477577	stim	stop-signal	38	141948	0.0-7.15-1.15	beast_fmri_test	310	139623,/,140302,/,140983,/,141663,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	2250.0	2.0	15.0	stop	non-target	B	71,Green Button	89,Yellow Button	450.0	500.0	2300.0	2250.0	0.0	500.0	1.0	0.0	ITI
77659	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	39	142482	0.0-7.16-0.16	beast_fmri_test	310	142434,/	t	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
77327.660448500013	550.0	n/a	931	89	2750	333.3395515	stim	stop-signal	40	145234	0.0-7.16-1.16	beast_fmri_test	310	143023,/,143703,/,144382,/,145063,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	stop	2200.0	2.0	16.0	stop	non-target	D	71,Green Button	89,Yellow Button	450.0	550.0	2300.0	2200.0	0.0	550.0	0.0	1.0	go_stim
79527.660448500013	2200.0	n/a	931	89	2750	333.3395515	stim	stop-signal	40	145234	0.0-7.16-1.16	beast_fmri_test	310	143023,/,143703,/,144382,/,145063,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	stop	2200.0	2.0	16.0	stop	non-target	D	71,Green Button	89,Yellow Button	450.0	550.0	2300.0	2200.0	0.0	550.0	0.0	1.0	stop_stim
80077.660448500013	333.3395515	n/a	931	89	2750	333.3395515	stim	stop-signal	40	145234	0.0-7.16-1.16	beast_fmri_test	310	143023,/,143703,/,144382,/,145063,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	stop	2200.0	2.0	16.0	stop	non-target	D	71,Green Button	89,Yellow Button	450.0	550.0	2300.0	2200.0	0.0	550.0	0.0	1.0	ITI
