onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	stop_acc	SS_delay	adaptive_acc	Unnamed: 36	new_trial_type
-31246441727.195637	temp_go_duration	n/a	897	71	2750	906.195635539	stim	stop-signal	204	541929	0.0-13.2-1.2	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	-1.0	3.0	2.0	stop	temp-non-target	B	89,Yellow Button	71,Green Button	700.0	900.0	2050.0	1850.0	0.0	0.0	n/a	n/a	n/a	go_stim
temp-non-target	temp_stop_duration	n/a	897	71	2750	906.195635539	stim	stop-signal	204	541929	0.0-13.2-1.2	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	-1.0	3.0	2.0	stop	temp-non-target	B	89,Yellow Button	71,Green Button	700.0	900.0	2050.0	1850.0	0.0	0.0	n/a	n/a	n/a	stop_stim
-31246438977.195637	906.195635538744	n/a	897	71	2750	906.195635539	stim	stop-signal	204	541929	0.0-13.2-1.2	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	-1.0	3.0	2.0	stop	temp-non-target	B	89,Yellow Button	71,Green Button	700.0	900.0	2050.0	1850.0	0.0	0.0	n/a	n/a	n/a	ITI
-31246436655.0	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	205	543345	0.0-13.3-0.3	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
-31246438049.667412	2750	n/a	1452	71	2750	1395.66741036	stim	stop-signal	206	546096	0.0-13.3-1.3	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	1850.0	3.0	3.0	go	non-target	D	89,Yellow Button	71,Green Button	700.0	900.0	2050.0	1850.0	1.0	n/a	900.0	1.0	n/a	go_stim
-31246435299.667412	1395.66741035886	n/a	1452	71	2750	1395.66741036	stim	stop-signal	206	546096	0.0-13.3-1.3	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	1850.0	3.0	3.0	go	non-target	D	89,Yellow Button	71,Green Button	700.0	900.0	2050.0	1850.0	1.0	n/a	900.0	1.0	n/a	ITI
-31246431996.0	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	207	548004	0.0-13.4-0.4	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
-31246433456.125469	2750	n/a	1506	71	2750	1462.12546889	stim	stop-signal	208	550756	0.0-13.4-1.4	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	1850.0	3.0	4.0	go	non-target	B	89,Yellow Button	71,Green Button	700.0	900.0	2050.0	1850.0	1.0	n/a	900.0	1.0	n/a	go_stim
-31246430706.125469	1462.1254688865899	n/a	1506	71	2750	1462.12546889	stim	stop-signal	208	550756	0.0-13.4-1.4	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	1850.0	3.0	4.0	go	non-target	B	89,Yellow Button	71,Green Button	700.0	900.0	2050.0	1850.0	1.0	n/a	900.0	1.0	n/a	ITI
-31246427271.0	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	209	552729	0.0-13.5-0.5	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
-31246427535.175247	2750	n/a	840	71	2750	266.175247993	stim	stop-signal	210	555481	0.0-13.5-1.5	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	1850.0	3.0	5.0	go	non-target	T	89,Yellow Button	71,Green Button	700.0	900.0	2050.0	1850.0	1.0	n/a	900.0	1.0	n/a	go_stim
-31246424785.175247	266.175247993065	n/a	840	71	2750	266.175247993	stim	stop-signal	210	555481	0.0-13.5-1.5	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	1850.0	3.0	5.0	go	non-target	T	89,Yellow Button	71,Green Button	700.0	900.0	2050.0	1850.0	1.0	n/a	900.0	1.0	n/a	ITI
-31246423742.0	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	211	556258	0.0-13.6-0.6	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
-31246423918.713959	2750	n/a	1663	71	2750	178.713959752	stim	stop-signal	212	559010	0.0-13.6-1.6	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	1850.0	3.0	6.0	go	non-target	V	89,Yellow Button	71,Green Button	700.0	900.0	2050.0	1850.0	1.0	n/a	900.0	1.0	n/a	go_stim
-31246421168.713959	178.713959752043	n/a	1663	71	2750	178.713959752	stim	stop-signal	212	559010	0.0-13.6-1.6	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	1850.0	3.0	6.0	go	non-target	V	89,Yellow Button	71,Green Button	700.0	900.0	2050.0	1850.0	1.0	n/a	900.0	1.0	n/a	ITI
-31246420301.0	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	213	559699	0.0-13.7-0.7	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
-31246421567.671242	2750	n/a	2504	71	2750	1269.6712402	stim	stop-signal	214	562452	0.0-13.7-1.7	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	1850.0	3.0	7.0	go	non-target	T	89,Yellow Button	71,Green Button	700.0	900.0	2050.0	1850.0	1.0	n/a	900.0	1.0	n/a	go_stim
-31246418817.671242	1269.6712402015801	n/a	2504	71	2750	1269.6712402	stim	stop-signal	214	562452	0.0-13.7-1.7	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	1850.0	3.0	7.0	go	non-target	T	89,Yellow Button	71,Green Button	700.0	900.0	2050.0	1850.0	1.0	n/a	900.0	1.0	n/a	ITI
-31246415769.0	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	215	564231	0.0-13.8-0.8	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
-31246418171.084518	900.0	n/a	1000	71	2750	2404.08451716	stim	stop-signal	216	566983	0.0-13.8-1.8	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	stop	1850.0	3.0	8.0	stop	non-target	D	89,Yellow Button	71,Green Button	700.0	900.0	2050.0	1850.0	0.0	0.0	900.0	1.0	n/a	go_stim
-31246416321.084518	1850.0	n/a	1000	71	2750	2404.08451716	stim	stop-signal	216	566983	0.0-13.8-1.8	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	stop	1850.0	3.0	8.0	stop	non-target	D	89,Yellow Button	71,Green Button	700.0	900.0	2050.0	1850.0	0.0	0.0	900.0	1.0	n/a	stop_stim
-31246415421.084518	2404.0845171583801	n/a	1000	71	2750	2404.08451716	stim	stop-signal	216	566983	0.0-13.8-1.8	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	stop	1850.0	3.0	8.0	stop	non-target	D	89,Yellow Button	71,Green Button	700.0	900.0	2050.0	1850.0	0.0	0.0	900.0	1.0	n/a	ITI
-31246410103.0	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	217	569897	0.0-13.9-0.9	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
-31246411111.580544	2750	n/a	594	89	2750	1010.58054182	stim	stop-signal	218	572649	0.0-13.9-1.9	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2050.0	3.0	9.0	go	target	V	89,Yellow Button	71,Green Button	700.0	850.0	2050.0	1850.0	1.0	n/a	700.0	1.0	n/a	go_stim
-31246408361.580544	1010.58054182039	n/a	594	89	2750	1010.58054182	stim	stop-signal	218	572649	0.0-13.9-1.9	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2050.0	3.0	9.0	go	target	V	89,Yellow Button	71,Green Button	700.0	850.0	2050.0	1850.0	1.0	n/a	700.0	1.0	n/a	ITI
-31246405833.0	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	219	574167	0.0-13.10-0.10	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
-31246406545.754845	2750	n/a	1961	71	2750	714.754846091	stim	stop-signal	220	576919	0.0-13.10-1.10	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	1900.0	3.0	10.0	go	non-target	P	89,Yellow Button	71,Green Button	700.0	850.0	2050.0	1900.0	1.0	n/a	850.0	1.0	n/a	go_stim
-31246403795.754845	714.75484609121997	n/a	1961	71	2750	714.754846091	stim	stop-signal	220	576919	0.0-13.10-1.10	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	1900.0	3.0	10.0	go	non-target	P	89,Yellow Button	71,Green Button	700.0	850.0	2050.0	1900.0	1.0	n/a	850.0	1.0	n/a	ITI
-31246401859.0	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	221	578141	0.0-13.11-0.11	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
-31246403126.341454	700.0	n/a	-1	-1	2750	1269.34145405	stim	stop-signal	222	580893	0.0-13.11-1.11	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	stop	2050.0	3.0	11.0	stop	target	D	89,Yellow Button	71,Green Button	700.0	850.0	2050.0	1900.0	0.0	1.0	700.0	0.0	n/a	go_stim
-31246401076.341454	2050.0	n/a	-1	-1	2750	1269.34145405	stim	stop-signal	222	580893	0.0-13.11-1.11	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	stop	2050.0	3.0	11.0	stop	target	D	89,Yellow Button	71,Green Button	700.0	850.0	2050.0	1900.0	0.0	1.0	700.0	0.0	n/a	stop_stim
-31246400376.341454	1269.34145405186	n/a	-1	-1	2750	1269.34145405	stim	stop-signal	222	580893	0.0-13.11-1.11	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	stop	2050.0	3.0	11.0	stop	target	D	89,Yellow Button	71,Green Button	700.0	850.0	2050.0	1900.0	0.0	1.0	700.0	0.0	n/a	ITI
-31246397329.0	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	223	582671	0.0-13.12-0.12	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
-31246397486.658772	2750	n/a	860	89	2750	159.658773286	stim	stop-signal	224	585423	0.0-13.12-1.12	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2000.0	3.0	12.0	go	target	V	89,Yellow Button	71,Green Button	750.0	850.0	2000.0	1900.0	1.0	n/a	750.0	1.0	n/a	go_stim
-31246394736.658772	159.658773285889	n/a	860	89	2750	159.658773286	stim	stop-signal	224	585423	0.0-13.12-1.12	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2000.0	3.0	12.0	go	target	V	89,Yellow Button	71,Green Button	750.0	850.0	2000.0	1900.0	1.0	n/a	750.0	1.0	n/a	ITI
-31246393908.0	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	225	586092	0.0-13.13-0.13	beast_fmri_test	119	586064,/	t	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
-31246394328.885471	850.0	n/a	-1	-1	2750	422.885472762	stim	stop-signal	226	588844	0.0-13.13-1.13	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	1900.0	3.0	13.0	stop	non-target	V	89,Yellow Button	71,Green Button	750.0	850.0	2000.0	1900.0	0.0	1.0	850.0	0.0	n/a	go_stim
-31246392428.885471	1900.0	n/a	-1	-1	2750	422.885472762	stim	stop-signal	226	588844	0.0-13.13-1.13	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	1900.0	3.0	13.0	stop	non-target	V	89,Yellow Button	71,Green Button	750.0	850.0	2000.0	1900.0	0.0	1.0	850.0	0.0	n/a	stop_stim
-31246391578.885471	422.885472762039	n/a	-1	-1	2750	422.885472762	stim	stop-signal	226	588844	0.0-13.13-1.13	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	1900.0	3.0	13.0	stop	non-target	V	89,Yellow Button	71,Green Button	750.0	850.0	2000.0	1900.0	0.0	1.0	850.0	0.0	n/a	ITI
-31246390221.0	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	227	589779	0.0-13.14-0.14	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
-31246391349.517052	900.0	n/a	-1	-1	2750	1130.51705313	stim	stop-signal	228	592531	0.0-13.14-1.14	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	1850.0	3.0	14.0	stop	non-target	P	89,Yellow Button	71,Green Button	750.0	900.0	2000.0	1850.0	0.0	1.0	900.0	0.0	n/a	go_stim
-31246389499.517052	1850.0	n/a	-1	-1	2750	1130.51705313	stim	stop-signal	228	592531	0.0-13.14-1.14	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	1850.0	3.0	14.0	stop	non-target	P	89,Yellow Button	71,Green Button	750.0	900.0	2000.0	1850.0	0.0	1.0	900.0	0.0	n/a	stop_stim
-31246388599.517052	1130.5170531266399	n/a	-1	-1	2750	1130.51705313	stim	stop-signal	228	592531	0.0-13.14-1.14	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	1850.0	3.0	14.0	stop	non-target	P	89,Yellow Button	71,Green Button	750.0	900.0	2000.0	1850.0	0.0	1.0	900.0	0.0	n/a	ITI
-31246385828.0	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	229	594172	0.0-13.15-0.15	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
-31246385883.901794	2750	n/a	1548	71	2750	56.9017957201	stim	stop-signal	230	596923	0.0-13.15-1.15	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	1800.0	3.0	15.0	go	non-target	P	89,Yellow Button	71,Green Button	750.0	950.0	2000.0	1800.0	1.0	n/a	950.0	1.0	n/a	go_stim
-31246383133.901794	56.901795720147199	n/a	1548	71	2750	56.9017957201	stim	stop-signal	230	596923	0.0-13.15-1.15	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	1800.0	3.0	15.0	go	non-target	P	89,Yellow Button	71,Green Button	750.0	950.0	2000.0	1800.0	1.0	n/a	950.0	1.0	n/a	ITI
-31246382512.0	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	231	597488	0.0-13.16-0.16	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
-31246382841.373066	2750	n/a	1945	89	2750	331.373066358	stim	stop-signal	232	600240	0.0-13.16-1.16	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2000.0	3.0	16.0	go	target	V	89,Yellow Button	71,Green Button	750.0	950.0	2000.0	1800.0	1.0	n/a	750.0	1.0	n/a	go_stim
-31246380091.373066	331.37306635808602	n/a	1945	89	2750	331.373066358	stim	stop-signal	232	600240	0.0-13.16-1.16	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2000.0	3.0	16.0	go	target	V	89,Yellow Button	71,Green Button	750.0	950.0	2000.0	1800.0	1.0	n/a	750.0	1.0	n/a	ITI
-31246378919.0	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	233	601081	0.0-13.17-0.17	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
