onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	stop_acc	SS_delay	adaptive_acc	Unnamed: 36	new_trial_type
25503	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	597	1669029	0.0-25.3-0.3	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
25447.944104701513	700.0	n/a	704	71	2750	57.0558952985	stim	stop-signal	598	1671781	0.0-25.3-1.3	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	2050.0	2.0	3.0	stop	non-target	B	89,Yellow Button	71,Green Button	900.0	700.0	1900.0	2050.0	0.0	0.0	700.0	1.0	n/a	go_stim
27497.944104701513	2050.0	n/a	704	71	2750	57.0558952985	stim	stop-signal	598	1671781	0.0-25.3-1.3	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	2050.0	2.0	3.0	stop	non-target	B	89,Yellow Button	71,Green Button	900.0	700.0	1900.0	2050.0	0.0	0.0	700.0	1.0	n/a	stop_stim
28197.944104701513	57.0558952985	n/a	704	71	2750	57.0558952985	stim	stop-signal	598	1671781	0.0-25.3-1.3	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	2050.0	2.0	3.0	stop	non-target	B	89,Yellow Button	71,Green Button	900.0	700.0	1900.0	2050.0	0.0	0.0	700.0	1.0	n/a	ITI
28834	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	599	1672360	0.0-25.4-0.4	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
27346.65297217411	2750.0	n/a	1504	89	2750	1489.34702783	stim	stop-signal	600	1675112	0.0-25.4-1.4	beast_fmri_test	119	1674125,/	t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	1850.0	2.0	4.0	go	target	T	89,Yellow Button	71,Green Button	900.0	650.0	1850.0	2050.0	1.0	n/a	900.0	1.0	n/a	go_stim
30096.65297217411	1489.34702783	n/a	1504	89	2750	1489.34702783	stim	stop-signal	600	1675112	0.0-25.4-1.4	beast_fmri_test	119	1674125,/	t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	1850.0	2.0	4.0	go	target	T	89,Yellow Button	71,Green Button	900.0	650.0	1850.0	2050.0	1.0	n/a	900.0	1.0	n/a	ITI
33599	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	601	1677125	0.0-25.5-0.5	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
33065.850815291982	2750.0	n/a	2168	71	2750	535.149184708	stim	stop-signal	602	1679877	0.0-25.5-1.5	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	1850.0	2.0	5.0	go	target	B	89,Yellow Button	71,Green Button	900.0	650.0	1850.0	2050.0	0.0	n/a	900.0	0.0	n/a	go_stim
35815.850815291982	535.149184708	n/a	2168	71	2750	535.149184708	stim	stop-signal	602	1679877	0.0-25.5-1.5	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	1850.0	2.0	5.0	go	target	B	89,Yellow Button	71,Green Button	900.0	650.0	1850.0	2050.0	0.0	n/a	900.0	0.0	n/a	ITI
37407	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	603	1680933	0.0-25.6-0.6	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
37300.673639702844	2750.0	n/a	986	89	2750	108.326360297	stim	stop-signal	604	1683685	0.0-25.6-1.6	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2100.0	2.0	6.0	go	non-target	B	89,Yellow Button	71,Green Button	900.0	650.0	1850.0	2100.0	0.0	n/a	650.0	0.0	n/a	go_stim
40050.673639702844	108.326360297	n/a	986	89	2750	108.326360297	stim	stop-signal	604	1683685	0.0-25.6-1.6	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2100.0	2.0	6.0	go	non-target	B	89,Yellow Button	71,Green Button	900.0	650.0	1850.0	2100.0	0.0	n/a	650.0	0.0	n/a	ITI
40788	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	605	1684314	0.0-25.7-0.7	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
37932.375036637764	2750.0	n/a	1119	71	2750	2857.62496336	stim	stop-signal	606	1687066	0.0-25.7-1.7	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	1850.0	2.0	7.0	go	target	B	89,Yellow Button	71,Green Button	900.0	650.0	1850.0	2100.0	0.0	n/a	900.0	0.0	n/a	go_stim
40682.375036637764	2857.62496336	n/a	1119	71	2750	2857.62496336	stim	stop-signal	606	1687066	0.0-25.7-1.7	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	1850.0	2.0	7.0	go	target	B	89,Yellow Button	71,Green Button	900.0	650.0	1850.0	2100.0	0.0	n/a	900.0	0.0	n/a	ITI
46918	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	607	1690444	0.0-25.8-0.8	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
45866.49874894158	900.0	n/a	881	89	2750	1053.50125106	stim	stop-signal	608	1693196	0.0-25.8-1.8	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	1850.0	2.0	8.0	stop	target	B	89,Yellow Button	71,Green Button	900.0	650.0	1850.0	2100.0	0.0	0.0	900.0	1.0	n/a	go_stim
47716.49874894158	1850.0	n/a	881	89	2750	1053.50125106	stim	stop-signal	608	1693196	0.0-25.8-1.8	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	1850.0	2.0	8.0	stop	target	B	89,Yellow Button	71,Green Button	900.0	650.0	1850.0	2100.0	0.0	0.0	900.0	1.0	n/a	stop_stim
48616.49874894158	1053.50125106	n/a	881	89	2750	1053.50125106	stim	stop-signal	608	1693196	0.0-25.8-1.8	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	1850.0	2.0	8.0	stop	target	B	89,Yellow Button	71,Green Button	900.0	650.0	1850.0	2100.0	0.0	0.0	900.0	1.0	n/a	ITI
51246	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	609	1694772	0.0-25.9-0.9	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
50872.809224626981	2750.0	n/a	1653	71	2750	375.190775373	stim	stop-signal	610	1697524	0.0-25.9-1.9	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	2100.0	2.0	9.0	go	non-target	P	89,Yellow Button	71,Green Button	850.0	650.0	1850.0	2100.0	1.0	n/a	650.0	1.0	n/a	go_stim
53622.809224626981	375.190775373	n/a	1653	71	2750	375.190775373	stim	stop-signal	610	1697524	0.0-25.9-1.9	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	2100.0	2.0	9.0	go	non-target	P	89,Yellow Button	71,Green Button	850.0	650.0	1850.0	2100.0	1.0	n/a	650.0	1.0	n/a	ITI
54895	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	611	1698421	0.0-25.10-0.10	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
53942.687286338769	2750.0	n/a	2170	89	2750	954.312713661	stim	stop-signal	612	1701173	0.0-25.10-1.10	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	1900.0	2.0	10.0	go	target	B	89,Yellow Button	71,Green Button	850.0	650.0	1900.0	2100.0	1.0	n/a	850.0	1.0	n/a	go_stim
56692.687286338769	954.312713661	n/a	2170	89	2750	954.312713661	stim	stop-signal	612	1701173	0.0-25.10-1.10	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	1900.0	2.0	10.0	go	target	B	89,Yellow Button	71,Green Button	850.0	650.0	1900.0	2100.0	1.0	n/a	850.0	1.0	n/a	ITI
59119	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	613	1702645	0.0-25.11-0.11	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
58955.750762840966	2750.0	n/a	2345	71	2750	165.249237159	stim	stop-signal	614	1705397	0.0-25.11-1.11	beast_fmri_test	119	1702686,/	t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	2100.0	2.0	11.0	go	non-target	D	89,Yellow Button	71,Green Button	850.0	650.0	1900.0	2100.0	1.0	n/a	650.0	1.0	n/a	go_stim
61705.750762840966	165.249237159	n/a	2345	71	2750	165.249237159	stim	stop-signal	614	1705397	0.0-25.11-1.11	beast_fmri_test	119	1702686,/	t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	2100.0	2.0	11.0	go	non-target	D	89,Yellow Button	71,Green Button	850.0	650.0	1900.0	2100.0	1.0	n/a	650.0	1.0	n/a	ITI
62558	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	615	1706084	0.0-25.12-0.12	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
61868.0019299821	850.0	n/a	-1	-1	2750	691.998070018	stim	stop-signal	616	1708836	0.0-25.12-1.12	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	1900.0	2.0	12.0	stop	target	B	89,Yellow Button	71,Green Button	850.0	650.0	1900.0	2100.0	0.0	1.0	850.0	0.0	n/a	go_stim
63768.0019299821	1900.0	n/a	-1	-1	2750	691.998070018	stim	stop-signal	616	1708836	0.0-25.12-1.12	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	1900.0	2.0	12.0	stop	target	B	89,Yellow Button	71,Green Button	850.0	650.0	1900.0	2100.0	0.0	1.0	850.0	0.0	n/a	stop_stim
64618.0019299821	691.998070018	n/a	-1	-1	2750	691.998070018	stim	stop-signal	616	1708836	0.0-25.12-1.12	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	1900.0	2.0	12.0	stop	target	B	89,Yellow Button	71,Green Button	850.0	650.0	1900.0	2100.0	0.0	1.0	850.0	0.0	n/a	ITI
66522	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	617	1710048	0.0-25.13-0.13	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
66401.334646668052	2750.0	n/a	667	71	2750	121.665353332	stim	stop-signal	618	1712799	0.0-25.13-1.13	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2100.0	2.0	13.0	go	non-target	V	89,Yellow Button	71,Green Button	900.0	650.0	1900.0	2100.0	1.0	n/a	650.0	1.0	n/a	go_stim
69151.334646668052	121.665353332	n/a	667	71	2750	121.665353332	stim	stop-signal	618	1712799	0.0-25.13-1.13	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2100.0	2.0	13.0	go	non-target	V	89,Yellow Button	71,Green Button	900.0	650.0	1900.0	2100.0	1.0	n/a	650.0	1.0	n/a	ITI
69916	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	619	1713442	0.0-25.14-0.14	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
68292.222890445963	650.0	n/a	-1	-1	2750	1625.77710955	stim	stop-signal	620	1716194	0.0-25.14-1.14	beast_fmri_test	119	1716966,/	t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	2100.0	2.0	14.0	stop	non-target	T	89,Yellow Button	71,Green Button	900.0	650.0	1900.0	2100.0	0.0	1.0	650.0	0.0	n/a	go_stim
70392.222890445963	2100.0	n/a	-1	-1	2750	1625.77710955	stim	stop-signal	620	1716194	0.0-25.14-1.14	beast_fmri_test	119	1716966,/	t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	2100.0	2.0	14.0	stop	non-target	T	89,Yellow Button	71,Green Button	900.0	650.0	1900.0	2100.0	0.0	1.0	650.0	0.0	n/a	stop_stim
71042.222890445963	1625.77710955	n/a	-1	-1	2750	1625.77710955	stim	stop-signal	620	1716194	0.0-25.14-1.14	beast_fmri_test	119	1716966,/	t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	2100.0	2.0	14.0	stop	non-target	T	89,Yellow Button	71,Green Button	900.0	650.0	1900.0	2100.0	0.0	1.0	650.0	0.0	n/a	ITI
74814	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	621	1718340	0.0-25.15-0.15	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
74025.452300222125	2750.0	n/a	1020	71	2750	790.547699778	stim	stop-signal	622	1721092	0.0-25.15-1.15	beast_fmri_test	119	1720366,/	t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2050.0	2.0	15.0	go	non-target	T	89,Yellow Button	71,Green Button	900.0	700.0	1900.0	2050.0	1.0	n/a	700.0	1.0	n/a	go_stim
76775.452300222125	790.547699778	n/a	1020	71	2750	790.547699778	stim	stop-signal	622	1721092	0.0-25.15-1.15	beast_fmri_test	119	1720366,/	t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2050.0	2.0	15.0	go	non-target	T	89,Yellow Button	71,Green Button	900.0	700.0	1900.0	2050.0	1.0	n/a	700.0	1.0	n/a	ITI
78876	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	623	1722402	0.0-25.16-0.16	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
78802.133302466944	700.0	n/a	864	89	2750	75.8666975331	stim	stop-signal	624	1725154	0.0-25.16-1.16	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	2050.0	2.0	16.0	stop	non-target	V	89,Yellow Button	71,Green Button	900.0	700.0	1900.0	2050.0	0.0	0.0	700.0	0.0	n/a	go_stim
80852.133302466944	2050.0	n/a	864	89	2750	75.8666975331	stim	stop-signal	624	1725154	0.0-25.16-1.16	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	2050.0	2.0	16.0	stop	non-target	V	89,Yellow Button	71,Green Button	900.0	700.0	1900.0	2050.0	0.0	0.0	700.0	0.0	n/a	stop_stim
81552.133302466944	75.8666975331	n/a	864	89	2750	75.8666975331	stim	stop-signal	624	1725154	0.0-25.16-1.16	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	2050.0	2.0	16.0	stop	non-target	V	89,Yellow Button	71,Green Button	900.0	700.0	1900.0	2050.0	0.0	0.0	700.0	0.0	n/a	ITI
82224	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	625	1725750	0.0-25.17-0.17	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
79146.541364393663	2750.0	n/a	1678	71	2750	3079.45863561	stim	stop-signal	626	1728502	0.0-25.17-1.17	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2100.0	2.0	17.0	go	non-target	V	89,Yellow Button	71,Green Button	900.0	650.0	1900.0	2100.0	1.0	n/a	650.0	1.0	n/a	go_stim
81896.541364393663	3079.45863561	n/a	1678	71	2750	3079.45863561	stim	stop-signal	626	1728502	0.0-25.17-1.17	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2100.0	2.0	17.0	go	non-target	V	89,Yellow Button	71,Green Button	900.0	650.0	1900.0	2100.0	1.0	n/a	650.0	1.0	n/a	ITI
88577	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	627	1732103	0.0-25.18-0.18	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
