onset	duration	"“text"""	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	SS_delay	adaptive_acc	stop_acc	new_trial_type
22769	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	391	1090094	0.0-19.3-0.3	beast_fmri_test	276	1089756,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
22309.809351831442	0.0	n/a	506	89	2750	463.190648168	stim	stop-signal	392	1092848	0.0-19.3-1.3	beast_fmri_test	276	1090436,/,1091116,/,1091795,/,1092475,/,1093155,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	2750.0	1.0	3.0	stop	non-target	P	71,Index Finger	89,Middle Finger	200.0	0.0	2500.0	2750.0	0.0	0.0	n/a	0.0	go_stim
25059.809351831442	2750.0	n/a	506	89	2750	463.190648168	stim	stop-signal	392	1092848	0.0-19.3-1.3	beast_fmri_test	276	1090436,/,1091116,/,1091795,/,1092475,/,1093155,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	2750.0	1.0	3.0	stop	non-target	P	71,Index Finger	89,Middle Finger	200.0	0.0	2500.0	2750.0	0.0	0.0	n/a	0.0	stop_stim
25059.809351831442	463.19064816849146	n/a	506	89	2750	463.190648168	stim	stop-signal	392	1092848	0.0-19.3-1.3	beast_fmri_test	276	1090436,/,1091116,/,1091795,/,1092475,/,1093155,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	2750.0	1.0	3.0	stop	non-target	P	71,Index Finger	89,Middle Finger	200.0	0.0	2500.0	2750.0	0.0	0.0	n/a	0.0	ITI
26527	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	393	1093852	0.0-19.4-0.4	beast_fmri_test	276	1093833,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
26313.191570578841	2750	n/a	514	71	2750	216.808429421	stim	stop-signal	394	1096605	0.0-19.4-1.4	beast_fmri_test	276	1094511,/,1095192,/,1095871,/,1096550,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	2550.0	1.0	4.0	go	target	P	71,Index Finger	89,Middle Finger	200.0	0.0	2550.0	2750.0	1.0	200.0	1.0	n/a	go_stim
29063.191570578841	216.80842942112687	n/a	514	71	2750	216.808429421	stim	stop-signal	394	1096605	0.0-19.4-1.4	beast_fmri_test	276	1094511,/,1095192,/,1095871,/,1096550,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	2550.0	1.0	4.0	go	target	P	71,Index Finger	89,Middle Finger	200.0	0.0	2550.0	2750.0	1.0	200.0	1.0	n/a	ITI
30038	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	395	1097363	0.0-19.5-0.5	beast_fmri_test	276	1097232,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
29614.699677238939	2750	n/a	602	89	2750	426.300322761	stim	stop-signal	396	1100116	0.0-19.5-1.5	beast_fmri_test	276	1097912,/,1098591,/,1099272,/,1099952,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	2750.0	1.0	5.0	go	non-target	D	71,Index Finger	89,Middle Finger	200.0	0.0	2550.0	2750.0	1.0	0.0	1.0	n/a	go_stim
32364.699677238939	426.30032276117669	n/a	602	89	2750	426.300322761	stim	stop-signal	396	1100116	0.0-19.5-1.5	beast_fmri_test	276	1097912,/,1098591,/,1099272,/,1099952,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	2750.0	1.0	5.0	go	non-target	D	71,Index Finger	89,Middle Finger	200.0	0.0	2550.0	2750.0	1.0	0.0	1.0	n/a	ITI
33762	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	397	1101087	0.0-19.6-0.6	beast_fmri_test	276	1100631,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
33458.937518126098	2750	n/a	627	89	2750	306.062481874	stim	stop-signal	398	1103840	0.0-19.6-1.6	beast_fmri_test	276	1101313,/,1101992,/,1102673,/,1103352,/,1104033,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2750.0	1.0	6.0	go	non-target	B	71,Index Finger	89,Middle Finger	200.0	0.0	2550.0	2750.0	1.0	0.0	1.0	n/a	go_stim
36208.937518126098	306.06248187388371	n/a	627	89	2750	306.062481874	stim	stop-signal	398	1103840	0.0-19.6-1.6	beast_fmri_test	276	1101313,/,1101992,/,1102673,/,1103352,/,1104033,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2750.0	1.0	6.0	go	non-target	B	71,Index Finger	89,Middle Finger	200.0	0.0	2550.0	2750.0	1.0	0.0	1.0	n/a	ITI
37363	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	399	1104688	0.0-19.7-0.7	beast_fmri_test	276	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
37223.580698425183	0.0	n/a	635	89	2750	142.419301575	stim	stop-signal	400	1107441	0.0-19.7-1.7	beast_fmri_test	276	1104712,/,1105391,/,1106073,/,1106752,/,1107432,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	2750.0	1.0	7.0	stop	non-target	P	71,Index Finger	89,Middle Finger	200.0	0.0	2550.0	2750.0	0.0	0.0	n/a	0.0	go_stim
39973.580698425183	2750.0	n/a	635	89	2750	142.419301575	stim	stop-signal	400	1107441	0.0-19.7-1.7	beast_fmri_test	276	1104712,/,1105391,/,1106073,/,1106752,/,1107432,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	2750.0	1.0	7.0	stop	non-target	P	71,Index Finger	89,Middle Finger	200.0	0.0	2550.0	2750.0	0.0	0.0	n/a	0.0	stop_stim
39973.580698425183	142.41930157487238	n/a	635	89	2750	142.419301575	stim	stop-signal	400	1107441	0.0-19.7-1.7	beast_fmri_test	276	1104712,/,1105391,/,1106073,/,1106752,/,1107432,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	2750.0	1.0	7.0	stop	non-target	P	71,Index Finger	89,Middle Finger	200.0	0.0	2550.0	2750.0	0.0	0.0	n/a	0.0	ITI
40806	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	401	1108131	0.0-19.8-0.8	beast_fmri_test	276	1108113,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
40664.24256318179	2750	n/a	856	71	2750	143.757436818	stim	stop-signal	402	1110883	0.0-19.8-1.8	beast_fmri_test	276	1108793,/,1109473,/,1110152,/,1110833,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2750.0	1.0	8.0	go	non-target	V	71,Index Finger	89,Middle Finger	200.0	0.0	2550.0	2750.0	0.0	0.0	0.0	n/a	go_stim
43414.24256318179	143.75743681822158	n/a	856	71	2750	143.757436818	stim	stop-signal	402	1110883	0.0-19.8-1.8	beast_fmri_test	276	1108793,/,1109473,/,1110152,/,1110833,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2750.0	1.0	8.0	go	non-target	V	71,Index Finger	89,Middle Finger	200.0	0.0	2550.0	2750.0	0.0	0.0	0.0	n/a	ITI
44247	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	403	1111572	0.0-19.9-0.9	beast_fmri_test	276	1111512,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
43916.120973369572	200.0	n/a	713	71	2750	329.87902663	stim	stop-signal	404	1114321	0.0-19.9-1.9	beast_fmri_test	276	1112192,/,1112873,/,1113552,/,1114228,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	2550.0	1.0	9.0	stop	target	V	71,Index Finger	89,Middle Finger	200.0	0.0	2550.0	2750.0	0.0	200.0	n/a	0.0	go_stim
46466.120973369572	2550.0	n/a	713	71	2750	329.87902663	stim	stop-signal	404	1114321	0.0-19.9-1.9	beast_fmri_test	276	1112192,/,1112873,/,1113552,/,1114228,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	2550.0	1.0	9.0	stop	target	V	71,Index Finger	89,Middle Finger	200.0	0.0	2550.0	2750.0	0.0	200.0	n/a	0.0	stop_stim
46666.120973369572	329.8790266303418	n/a	713	71	2750	329.87902663	stim	stop-signal	404	1114321	0.0-19.9-1.9	beast_fmri_test	276	1112192,/,1112873,/,1113552,/,1114228,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	2550.0	1.0	9.0	stop	target	V	71,Index Finger	89,Middle Finger	200.0	0.0	2550.0	2750.0	0.0	200.0	n/a	0.0	ITI
47866	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	405	1115191	0.0-19.10-0.10	beast_fmri_test	276	1114907,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
47846.501001957338	150.0	n/a	659	71	2750	22.4989980427	stim	stop-signal	406	1117944	0.0-19.10-1.10	beast_fmri_test	276	1115587,/,1116268,/,1116948,/,1117628,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	2600.0	1.0	10.0	stop	target	V	71,Index Finger	89,Middle Finger	150.0	0.0	2600.0	2750.0	0.0	150.0	n/a	0.0	go_stim
50446.501001957338	2600.0	n/a	659	71	2750	22.4989980427	stim	stop-signal	406	1117944	0.0-19.10-1.10	beast_fmri_test	276	1115587,/,1116268,/,1116948,/,1117628,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	2600.0	1.0	10.0	stop	target	V	71,Index Finger	89,Middle Finger	150.0	0.0	2600.0	2750.0	0.0	150.0	n/a	0.0	stop_stim
50596.501001957338	22.498998042728147	n/a	659	71	2750	22.4989980427	stim	stop-signal	406	1117944	0.0-19.10-1.10	beast_fmri_test	276	1115587,/,1116268,/,1116948,/,1117628,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	2600.0	1.0	10.0	stop	target	V	71,Index Finger	89,Middle Finger	150.0	0.0	2600.0	2750.0	0.0	150.0	n/a	0.0	ITI
51184	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	407	1118509	0.0-19.11-0.11	beast_fmri_test	276	1118308,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
49807.194374945946	0.0	n/a	598	89	2750	1380.80562505	stim	stop-signal	408	1121263	0.0-19.11-1.11	beast_fmri_test	276	1118987,/,1119667,/,1120347,/,1121028,/,1121708,/,1122386,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	2750.0	1.0	11.0	stop	non-target	T	71,Index Finger	89,Middle Finger	100.0	0.0	2600.0	2750.0	0.0	0.0	n/a	0.0	go_stim
52557.194374945946	2750.0	n/a	598	89	2750	1380.80562505	stim	stop-signal	408	1121263	0.0-19.11-1.11	beast_fmri_test	276	1118987,/,1119667,/,1120347,/,1121028,/,1121708,/,1122386,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	2750.0	1.0	11.0	stop	non-target	T	71,Index Finger	89,Middle Finger	100.0	0.0	2600.0	2750.0	0.0	0.0	n/a	0.0	stop_stim
52557.194374945946	1380.8056250540399	n/a	598	89	2750	1380.80562505	stim	stop-signal	408	1121263	0.0-19.11-1.11	beast_fmri_test	276	1118987,/,1119667,/,1120347,/,1121028,/,1121708,/,1122386,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	2750.0	1.0	11.0	stop	non-target	T	71,Index Finger	89,Middle Finger	100.0	0.0	2600.0	2750.0	0.0	0.0	n/a	0.0	ITI
55861	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	409	1123186	0.0-19.12-0.12	beast_fmri_test	276	1123067,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
55759.771912610624	2750	n/a	524	89	2750	101.228087389	stim	stop-signal	410	1125936	0.0-19.12-1.12	beast_fmri_test	276	1123743,/,1124422,/,1125102,/,1125781,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	2750.0	1.0	12.0	go	non-target	P	71,Index Finger	89,Middle Finger	100.0	0.0	2600.0	2750.0	1.0	0.0	1.0	n/a	go_stim
58509.771912610624	101.22808738939804	n/a	524	89	2750	101.228087389	stim	stop-signal	410	1125936	0.0-19.12-1.12	beast_fmri_test	276	1123743,/,1124422,/,1125102,/,1125781,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	2750.0	1.0	12.0	go	non-target	P	71,Index Finger	89,Middle Finger	100.0	0.0	2600.0	2750.0	1.0	0.0	1.0	n/a	ITI
59257	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	411	1126582	0.0-19.13-0.13	beast_fmri_test	276	1126463,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
58697.201406349894	2750	n/a	1036	89	2750	563.79859365	stim	stop-signal	412	1129336	0.0-19.13-1.13	beast_fmri_test	276	1127143,/,1127823,/,1128503,/,1129182,/,1129862,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2750.0	1.0	13.0	go	non-target	B	71,Index Finger	89,Middle Finger	100.0	0.0	2600.0	2750.0	1.0	0.0	1.0	n/a	go_stim
61447.201406349894	563.79859365014431	n/a	1036	89	2750	563.79859365	stim	stop-signal	412	1129336	0.0-19.13-1.13	beast_fmri_test	276	1127143,/,1127823,/,1128503,/,1129182,/,1129862,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2750.0	1.0	13.0	go	non-target	B	71,Index Finger	89,Middle Finger	100.0	0.0	2600.0	2750.0	1.0	0.0	1.0	n/a	ITI
63126	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	413	1130451	0.0-19.14-0.14	beast_fmri_test	276	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
62897.138710542349	2750	n/a	627	89	2750	230.861289458	stim	stop-signal	414	1133203	0.0-19.14-1.14	beast_fmri_test	276	1130543,/,1131224,/,1131903,/,1132583,/,1133263,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	2750.0	1.0	14.0	go	non-target	D	71,Index Finger	89,Middle Finger	100.0	0.0	2600.0	2750.0	1.0	0.0	1.0	n/a	go_stim
65647.138710542349	230.86128945758571	n/a	627	89	2750	230.861289458	stim	stop-signal	414	1133203	0.0-19.14-1.14	beast_fmri_test	276	1130543,/,1131224,/,1131903,/,1132583,/,1133263,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	2750.0	1.0	14.0	go	non-target	D	71,Index Finger	89,Middle Finger	100.0	0.0	2600.0	2750.0	1.0	0.0	1.0	n/a	ITI
66652	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	415	1133977	0.0-19.15-0.15	beast_fmri_test	276	1133940,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
65827.848997817375	2750	n/a	668	89	2750	825.151002183	stim	stop-signal	416	1136728	0.0-19.15-1.15	beast_fmri_test	276	1134618,/,1135299,/,1135979,/,1136658,/,1137338,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2750.0	1.0	15.0	go	non-target	B	71,Index Finger	89,Middle Finger	100.0	0.0	2600.0	2750.0	1.0	0.0	1.0	n/a	go_stim
68577.848997817375	825.15100218272232	n/a	668	89	2750	825.151002183	stim	stop-signal	416	1136728	0.0-19.15-1.15	beast_fmri_test	276	1134618,/,1135299,/,1135979,/,1136658,/,1137338,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2750.0	1.0	15.0	go	non-target	B	71,Index Finger	89,Middle Finger	100.0	0.0	2600.0	2750.0	1.0	0.0	1.0	n/a	ITI
70781	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	417	1138106	0.0-19.16-0.16	beast_fmri_test	276	1138018,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
70701.129914227873	0.0	n/a	711	89	2750	83.870085772	stim	stop-signal	418	1140860	0.0-19.16-1.16	beast_fmri_test	276	1138698,/,1139377,/,1140059,/,1140739,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	2750.0	1.0	16.0	stop	non-target	T	71,Index Finger	89,Middle Finger	100.0	0.0	2600.0	2750.0	0.0	0.0	n/a	0.0	go_stim
